Source,SourcePath,SourcePort,SourcePortKind,SourcePortIndex,Destination,DestinationPath,DestinationPort,DestinationPortKind,DestinationPortIndex,Origin
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Demux2",-1,outport,2,"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",-1,inport,1,pc
"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",0,outport,1,"Gain2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Gain2",-1,inport,1,pc
"Gain2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Gain2",-1,outport,1,"W(4,3)=wr-1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(4,3)=wr-1",-1,inport,2,pc
"Trigonometric
Function1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function1",0,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",-1,inport,1,pc
"Trigonometric
Function1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function1",1,outport,2,"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",-1,inport,2,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function",0,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",-1,inport,3,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function",1,outport,2,"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",-1,inport,4,pc
"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",-1,outport,1,"sin(beta),cos(beta),
sin(th),cos(th)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/sin(beta),cos(beta),
sin(th),cos(th)",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Demux2",1,outport,2,"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",-1,inport,1,pc
"we","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/we",0,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",-1,inport,2,pc
"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",-1,outport,1,"W(3,4)=1-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(3,4)=1-wr",-1,inport,2,pc
"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",-1,outport,1,"Gain2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Gain2",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Demux2",0,outport,1,"Sum1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum1",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/web_psb",0,outport,1,"Sum1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum1",-1,inport,2,pc
"Sum1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum1",-1,outport,1,"Trigonometric
Function1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function1",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/web_psb",0,outport,1,"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function",-1,inport,1,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function",-1,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",-1,inport,3,pc
"Sum1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum1",0,outport,1,"Trigonometric
Function1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function1",-1,inport,1,pc
"Trigonometric
Function1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function1",-1,outport,1,"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",-1,inport,1,pc
"u3","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/u3",0,outport,1,"W(3,4)=1-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(3,4)=1-wr",-1,inport,1,pc
"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",0,outport,1,"W(3,4)=1-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(3,4)=1-wr",-1,inport,2,pc
"W(3,4)=1-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(3,4)=1-wr",-1,outport,1,"W(4,3)=wr-1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(4,3)=wr-1",-1,inport,1,pc
"W(3,4)=1-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(3,4)=1-wr",0,outport,1,"W(4,3)=wr-1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(4,3)=wr-1",-1,inport,1,pc
"Gain2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Gain2",0,outport,1,"W(4,3)=wr-1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(4,3)=wr-1",-1,inport,2,pc
"W(4,3)=wr-1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(4,3)=wr-1",-1,outport,1,"W","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W",-1,inport,1,pc
"u3","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/u3",-1,outport,1,"W(3,4)=1-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(3,4)=1-wr",-1,inport,1,pc
"we","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/we",-1,outport,1,"Sum","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum",-1,inport,2,pc
"Clock","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Clock",0,outport,1,"web_psb","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/web_psb",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/web_psb",-1,outport,1,"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Trigonometric
Function",-1,inport,1,pc
"web_psb","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/web_psb",-1,outport,1,"Sum1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Sum1",-1,inport,2,pc
"Mux1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/Mux1",0,outport,1,"sin(beta),cos(beta),
sin(th),cos(th)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/sin(beta),cos(beta),
sin(th),cos(th)",-1,inport,1,pc
"W(4,3)=wr-1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W(4,3)=wr-1",0,outport,1,"W","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(beta),cos(beta),sin(th),cos(th)/W",-1,inport,1,pc
"thr,wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/thr,wr",0,outport,1,"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)",-1,inport,1,pc
"Constant","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Constant",0,outport,1,"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)",-1,outport,1,pc
"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)",-1,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Multiport
Switch",-1,inport,2,pc
"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)",-1,outport,2,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Multiport
Switch1",-1,inport,2,pc
"thr,wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/thr,wr",-1,outport,1,"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",-1,inport,1,pc
"Constant","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Constant",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Mux2",-1,inport,3,pc
"thr,wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/thr,wr",0,outport,1,"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",-1,outport,1,"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Trigonometric
Function",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",-1,outport,2,"Gain1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Gain1",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",-1,outport,2,"W(1,2)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(1,2)=wr",-1,inport,2,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",1,outport,2,"Gain1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Gain1",-1,inport,1,pc
"Gain1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Gain1",-1,outport,1,"W(2,1)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(2,1)=-wr",-1,inport,2,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Trigonometric
Function",0,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Mux2",-1,inport,1,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Trigonometric
Function",1,outport,2,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Mux2",-1,inport,2,pc
"Constant","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Constant",0,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Mux2",-1,inport,3,pc
"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Mux2",-1,outport,1,"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/sin(thr),cos(thr)",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",0,outport,1,"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Trigonometric
Function",-1,inport,1,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Trigonometric
Function",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Mux2",-1,inport,1,pc
"u1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/u1",0,outport,1,"W(1,2)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(1,2)=wr",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Demux2",1,outport,2,"W(1,2)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(1,2)=wr",-1,inport,2,pc
"W(1,2)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(1,2)=wr",-1,outport,1,"W(2,1)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(2,1)=-wr",-1,inport,1,pc
"W(1,2)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(1,2)=wr",0,outport,1,"W(2,1)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(2,1)=-wr",-1,inport,1,pc
"Gain1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Gain1",0,outport,1,"W(2,1)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(2,1)=-wr",-1,inport,2,pc
"W(2,1)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(2,1)=-wr",-1,outport,1,"W","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W",-1,inport,1,pc
"u1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/u1",-1,outport,1,"W(1,2)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(1,2)=wr",-1,inport,1,pc
"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/Mux2",0,outport,1,"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/sin(thr),cos(thr)",-1,inport,1,pc
"W(2,1)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W(2,1)=-wr",0,outport,1,"W","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)/W",-1,inport,1,pc
"thr,wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/thr,wr",0,outport,1,"sin(thr),cos(thr)1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1",-1,inport,1,pc
"Constant1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Constant1",0,outport,1,"sin(thr),cos(thr)1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1",-1,outport,1,pc
"sin(thr),cos(thr)1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1",-1,outport,1,"Multiport
Switch","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Multiport
Switch",-1,inport,3,pc
"sin(thr),cos(thr)1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1",-1,outport,2,"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Multiport
Switch1",-1,inport,3,pc
"thr,wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/thr,wr",-1,outport,1,"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",-1,inport,1,pc
"Constant","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Constant",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",-1,inport,3,pc
"thr,wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/thr,wr",0,outport,1,"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",-1,outport,1,"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Trigonometric
Function",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",-1,outport,2,"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,inport,2,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",-1,outport,2,"Gain3","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Gain3",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",1,outport,2,"Gain3","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Gain3",-1,inport,1,pc
"Gain3","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Gain3",-1,outport,1,"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,inport,2,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Trigonometric
Function",0,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",-1,inport,1,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Trigonometric
Function",1,outport,2,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",-1,inport,2,pc
"Constant","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Constant",0,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",-1,inport,3,pc
"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",-1,outport,1,"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/sin(thr),cos(thr)",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",0,outport,1,"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Trigonometric
Function",-1,inport,1,pc
"Trigonometric
Function","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Trigonometric
Function",-1,outport,1,"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",-1,inport,1,pc
"u4","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/u4",0,outport,1,"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,inport,1,pc
"Gain3","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Gain3",0,outport,1,"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,inport,2,pc
"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,outport,1,"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,inport,1,pc
"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",0,outport,1,"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,inport,1,pc
"Demux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Demux2",1,outport,2,"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,inport,2,pc
"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",-1,outport,1,"W","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W",-1,inport,1,pc
"u4","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/u4",-1,outport,1,"W(3,4)=-wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(3,4)=-wr",-1,inport,1,pc
"Mux2","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/Mux2",0,outport,1,"sin(thr),cos(thr)","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/sin(thr),cos(thr)",-1,inport,1,pc
"W(4,3)=wr","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W(4,3)=wr",0,outport,1,"W","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin(thr),cos(thr)1/W",-1,inport,1,pc
"Multiport
Switch","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Multiport
Switch",0,outport,1,"sin,cos","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/sin,cos",-1,inport,1,pc
"Multiport
Switch1","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/Multiport
Switch1",0,outport,1,"W","untitled1/Asynchronous Machine
SI Units3/Electrical model/sin,cos/W",-1,inport,1,pc
"Machine
Measurements","untitled1/Asynchronous Machine
SI Units3/Electrical model/Machine
Measurements",0,outport,1,"unit
conversion","untitled1/Asynchronous Machine
SI Units3/Electrical model/unit
conversion",-1,inport,1,pc
"unit
conversion","untitled1/Asynchronous Machine
SI Units3/Electrical model/unit
conversion",-1,outport,1,"m","untitled1/Asynchronous Machine
SI Units3/Electrical model/m",-1,inport,1,pc
"Gain Vr_Vs1","untitled1/Asynchronous Machine
SI Units3/Electrical model/Gain Vr_Vs1",0,outport,1,"i","untitled1/Asynchronous Machine
SI Units3/Electrical model/i",-1,inport,1,pc
"Ground","untitled1/Asynchronous Machine
SI Units3/Electrical model/Ground",0,outport,1,"-","untitled1/Asynchronous Machine
SI Units3/Electrical model/-",-1,inport,1,pc
"unit
conversion","untitled1/Asynchronous Machine
SI Units3/Electrical model/unit
conversion",0,outport,1,"m","untitled1/Asynchronous Machine
SI Units3/Electrical model/m",-1,inport,1,pc
"Asynchronous Machine
State-space model","untitled1/Asynchronous Machine
SI Units3/Electrical model/Asynchronous Machine
State-space model",1,outport,2,"Te","untitled1/Asynchronous Machine
SI Units3/Electrical model/Te",-1,inport,1,pc
"From","untitled1/Asynchronous Machine
SI Units3/From",-1,outport,1,"Electrical model","untitled1/Asynchronous Machine
SI Units3/Electrical model",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units3/Electrical model",0,outport,1,"Goto","untitled1/Asynchronous Machine
SI Units3/Goto",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units3/Electrical model",1,outport,2,"GotoDSS","untitled1/Asynchronous Machine
SI Units3/GotoDSS",-1,inport,1,pc
"Electrical model","untitled1/Asynchronous Machine
SI Units3/Electrical model",2,outport,4,"Measurements","untitled1/Asynchronous Machine
SI Units3/Measurements",-1,inport,1,pc
